KommentarId,QuellenId,Plattform,Partei,Datum,Length,KommentarDEU,KommentarENG,sentimentDEU,sentimentENG
17970607688572046,283,Instagram,AFD,20240326134706,31,Das B in AfD steht für Bildung.,The B in AfD stands for education.,-0.0854348391294479,0.0248554870486259
18129088588334527,283,Instagram,AFD,20240326103222,454,"Was ist eigentlich aus Guido Reil geworden? Der wollte doch die Schwächen im EU-Parlament aufdecken und da mal so richtig auf die Kacke hauen. Außerdem hat er doch bemängelt, dass die Abgeordneten dort viel zu viel verdienen und kaum arbeiten würden. Sicherlich hat er einen Großteil seines Gehaltes abgegeben. Ich liebe ehrliche und kompetente Politiker. Die Peinlichkeit damals bei Markus Lanz war ja auch auf keinen Fall seiner Inkompetenz geschuldet.",What happened to Guido Reil? He wanted to expose the weaknesses in the EU Parliament and really make a mess of things. He also complained that the members of parliament there earned far too much and hardly worked. He certainly gave away a large part of his salary. I love honest and competent politicians. The embarrassment at the time on Markus Lanz was definitely not due to his incompetence.,-0.4610700607299804,-0.7572751231491566
17930092910835668,283,Instagram,AFD,20240326084530,11,#neinzurafd,#notoafd,-0.286769688129425,-0.3016039356589317
18027772522957479,283,Instagram,AFD,20240326081141,5,💙AfD💙,💙AfD💙,-0.0278149247169494,0.8375164866447449
18093875365410180,283,Instagram,AFD,20240326053927,276,"Hauseigene Interviews, bei der die Interviewerin von einem AfD-Kärtchen Fragen stellt, die der AfD-Politiker vorher gesehen hat und eine vorgefertigte Antwort abgibt.. da könnte man auch Handpuppen nehmen. Wäre zumindest lustiger und würde ansonsten keinen Unterschied machen.","In-house interviews, where the interviewer asks questions from an AfD card that the AfD politician has seen beforehand and gives a pre-prepared answer... you could also use hand puppets. It would at least be funnier and otherwise wouldn't make any difference.",-0.4762369021773338,0.0739960893988609
18021344954293023,283,Instagram,AFD,20240326052132,39,Die AfD will doch gar keine EU❗❗❗❗❗😂😂😂😂,The AfD doesn't want the EU at all❗❗❗❗❗😂😂😂😂,-0.5422557890415192,-0.8239128580316901
18025974595996939,283,Instagram,AFD,20240326040521,4,👏👏👏👏,👏👏👏👏,-0.0278149247169494,0.8931899210438132
18030895189910103,283,Instagram,AFD,20240326035940,13,#nurdieafd💙🇩🇪,#onlytheafd💙🇩🇪,0.1665864884853363,0.8964990344829857
17946617540790579,283,Instagram,AFD,20240326035916,5,💙💙💙💙💙,💙💙💙💙💙,-0.0278149247169494,0.94727952638641
18044819761637983,283,Instagram,AFD,20240325235931,0,,,-0.2332542836666107,0.1757234036922454
17880552236981328,283,Instagram,AFD,20240325214414,28,Kann die Wahl kaum erwarten.,Can't wait for the election.,0.0909314155578613,0.8082306534051895
18022711373029958,283,Instagram,AFD,20240325213203,46,Hoffentlich habt ihr auch genügend Kandidaten.,Hopefully you have enough candidates.,0.1011821627616882,0.4257795512676239
17991585341418261,283,Instagram,AFD,20240325210142,41,Freu mich schon das Ergebnis zu sehen. 👍🏼,I'm looking forward to seeing the result. 👍🏼,0.6864440143108368,0.9829816271085292
18121906126358333,283,Instagram,AFD,20240325202433,251,"Ich wüsste gerne mehr aus den ""spannenden Interviews"": Wie genau möchte die AfD die EU abschaff... äh verändern und welche EU-Bürger*innen müssen Deutschland verlassen nach einer Afd-Machtübernahme? Gibt es in der EU auch gute und schlechte Ausländer?","I would like to know more from the ""exciting interviews"": How exactly does the AfD want to abolish the EU... er, change it and which EU citizens will have to leave Germany if the AfD takes power? Are there good and bad foreigners in the EU?",-0.2052594274282455,-0.0735074058175087
17882880309033729,283,Instagram,AFD,20240325202004,5,💙💙💙💙💙,💙💙💙💙💙,-0.0278149247169494,0.94727952638641
18051976384607538,283,Instagram,AFD,20240325195015,9,💙💙💙🇩🇪🇩🇪🇩🇪,💙💙💙🇩🇪🇩🇪🇩🇪,-0.0278149247169494,0.9149097693152726
18021236026917946,283,Instagram,AFD,20240325191341,1,👏,👏,-0.0278149247169494,0.8595125898718834
17977972829665741,283,Instagram,AFD,20240325185759,328,"Ich freue mich so dermaßen auf die Europawahl. Bei dem Imstitut Wahlkreisprognose kommt die AfD für die Europawahl derzeit auf 24,5 %. 😍

Mit Le Pen ist alles bereinigt, mit den anderen Parteien aus der ID-Fraktion haben wir gute Verbündete und Allianzen. 

Ich hoffe so sehr, dass die ID-Fraktion wirklich immens zulegt. 🙏🏻🙏🏻👏👏","I'm so looking forward to the European elections. According to the Institute's constituency forecast, the AfD is currently at 24.5% for the European elections. 😍

With Le Pen, everything is cleared up, and we have good allies and alliances with the other parties in the ID group.

I hope so much that the ID group really makes huge gains. 🙏🏻🙏🏻👏👏",0.1025996506214141,0.9781797451432794
17990100827433834,283,Instagram,AFD,20240325185519,16,Zum Davonlaufen.,To run away.,-0.7043552249670029,-0.1820437386631965
17853050508127075,283,Instagram,AFD,20240325185516,15,Nein zur AfD 👍🏼,No to the AfD 👍🏼,-0.1206153631210327,0.3530154414474964
18038229007749104,283,Instagram,AFD,20240325185421,16,Wählt die AFD !💙,Vote for the AFD!💙,-0.6314474567770958,0.7868354516103864
18317459566126192,283,Instagram,AFD,20240325185223,156,"AfD ist und bleibt Müll. Ich kann bei der Regierung die Menschen verstehen, aber AfD ist leider keine Alternative! Sie bleibt fremdenfeindlich jeglicher Art","AfD is and remains rubbish. I can understand the people in the government, but AfD is unfortunately not an alternative! It remains xenophobic of every kind",-0.6402783021330833,-0.9426015699282289
18015098357048368,284,Instagram,AFD,20240403153114,2,❤️,❤️,-0.0278149247169494,0.8620141772553325
17863593969070996,284,Instagram,AFD,20240402172854,1,❤,❤,-0.0278149247169494,0.8743326887488365
18428115103045580,284,Instagram,AFD,20240402055643,33,Ihr nehmt euch doch viel zu ernst,You take yourselves way too seriously,-0.7567957639694214,-0.8574255248531699
17927272790767105,284,Instagram,AFD,20240331174317,29,Warum der selbe Post zweimal?,Why the same post twice?,-0.5570332854986191,-0.2757412046194076
17953557428767459,284,Instagram,AFD,20240330153855,17,Nur noch die AfD💙,Only the AfD💙,0.0338474214076995,0.8917743302881718
18017511548475351,284,Instagram,AFD,20240330103415,49,Die Afd ist am kommen ob du es willst oder nicht!,The AfD is coming whether you want it or not!,-0.4212670177221298,-0.0282277911901474
18425111818054070,284,Instagram,AFD,20240330071208,2,👏👏,👏👏,-0.0278149247169494,0.8629588019102812
17978998358660008,284,Instagram,AFD,20240329234913,9,Alice! 🥰💖,Alice! 🥰💖,0.5771166086196899,0.9818536355160176
17866111806056718,284,Instagram,AFD,20240329200111,154,"Ich versteh nicht wieso ihr ins EU Parlament wollt außer um zu destabilisieren,  ihr wollt doch gar keine EU, wie jeder in euren Programmen nachlesen kann","I don't understand why you want to go to the EU Parliament other than to destabilize, you don't want an EU at all, as everyone can read in your programs",-0.6803601458668709,-0.8923040921799839
17991761003629168,284,Instagram,AFD,20240329173709,17,Beste Kremlpartei,Best Kremlin Party,-0.0005178600549697,0.4370234906673431
18258732307174485,284,Instagram,AFD,20240329173641,191,"Wurde auch besprochen wie viel Geld die Kandidaten über #voicesofeurope vom Kreml bekommen haben. Wir sollten nicht vergessen, dass die rechtsextreme AFD vor allem Putins Interessen vertritt.",It was also discussed how much money the candidates received from the Kremlin via #voicesofeurope. We should not forget that the right-wing extremist AfD primarily represents Putin's interests.,-0.3348731696605682,-0.4550533071160316
18329298433191921,284,Instagram,AFD,20240328200629,23,Wann wird das gesendet?,When will this be broadcast?,-0.2304801791906356,0.0065677352249622
18007200731159471,284,Instagram,AFD,20240328200000,70,Anständige Menschen machen sich nicht mit diesem braunen Pöbel gemein!,Decent people do not associate with this brown mob!,-0.6543108075857162,-0.8944620173424482
18058161352499056,284,Instagram,AFD,20240328104823,45,Und endlich mein Kreuz bei der AfD zu machen!,And finally to vote for the AfD!,-0.3352348059415817,0.3807680308818817
18008073974148254,284,Instagram,AFD,20240328090540,52,Möchte die AfD hier etwa Staatsfernsehen aufbauen? 🤔,Does the AfD want to set up state television here? 🤔,-0.6617144867777824,-0.0949523206800222
17923022540782802,284,Instagram,AFD,20240328072812,21,Zeit für den DEXIT 🇩🇪,Time for the DEXIT 🇩🇪,0.1013518348336219,-0.2153294086456298
18305919022150496,284,Instagram,AFD,20240328043347,17,Nein zur AfD. 🙌❤️,No to the AfD. 🙌❤️,-0.2283410131931305,0.7758044581860304
18013704215255494,284,Instagram,AFD,20240328010207,16,Gute Moderatorin,Good moderator,0.3046560138463974,0.730359073728323
18028854016825211,284,Instagram,AFD,20240327223220,568,"In der Liebe gibt es keine Distanz. Tatsächlich sind unsere Herzen in der Liebe auf mehr als eine Weise verbunden. Unsere Liebe hält uns vereint.
Hallo Leute, ich bin hier, um nach einem Seelenverwandten und einer Freundschaft zu suchen.
Und ich hoffe, ihr könnt alle meinem Account folgen und wir können besser chatten … uns kennenlernen.
Habt zusammen Spaß.
Ich liebe es, meine Gedanken mit Leuten zu teilen und ich mag es, Freunde aus Deutschland, Australien und so weiter zu finden.
Ich erwarte, dass ihr mir folgt und mir Nachrichten schickt.
Ich liebe euch alle.","There is no distance in love. In fact, in love, our hearts are connected in more ways than one. Our love keeps us united.
Hi guys, I am here to look for a soulmate and friendship.
And I hope you all can follow my account and we can chat better... get to know each other.
Have fun together.
I love sharing my thoughts with people and I like making friends from Germany, Australia and so on.
I expect you to follow me and send me messages.
I love you all.",0.2801887020468712,0.9425384104251862
17985488966639988,284,Instagram,AFD,20240327213911,174,"Am besten man löst alle europäischen Fußball Nationen auf und macht dann eine Europamanschaft draus und spielt nur noch gegen Afrika, Asien , Amerika und Russland du witzbold","The best thing to do is to dissolve all European football nations and then make a European team out of them and only play against Africa, Asia, America and Russia you joker",-0.6836404055356979,-0.6606935672461987
18028132282976553,284,Instagram,AFD,20240327212622,137,Am besten noch mehr Afghanen ins Land lassen die dann bei der EM deine Freunde bei Terroristischenen Aktivitäten die Stimmung vermiesen 😂,The best thing would be to let more Afghans into the country so they can spoil the mood for your friends at the European Championships with terrorist activities 😂,-0.5346405506134033,-0.7794969473034143
18053794471588657,284,Instagram,AFD,20240327212504,35,Du hast es auf den Punkt gebracht !,You hit the point !,0.4876406043767929,0.4967122804373503
18022519475105811,284,Instagram,AFD,20240327212422,139,Du bist lächerlich am besten du lässt dich von einem Ausländer heiraten wahrscheinlich hat das deine mutter auch schon so gemacht bravo😂😂😂😂,"You're ridiculous, it's best if you let a foreigner marry you, your mother probably did the same thing, bravo😂😂😂😂",-0.6007490903139114,-0.8570238584652543
18129190252330016,284,Instagram,AFD,20240327192956,22,Bin schon gespannt. 👍🏼,I'm excited. 👍🏼,0.6553735285997391,0.9863758606370538
17881084773027899,284,Instagram,AFD,20240327190726,8,💙💙💙💙💙👍❤️,💙💙💙💙💙👍❤️,-0.0278149247169494,0.9649729998782276
18045042502658680,284,Instagram,AFD,20240327185052,106,Werden Insekte/Tiere aus dem Ausland auch abgeschoben? Man muss sich im Leben über’s wichtige informieren.,Are insects/animals from abroad also deported? You have to inform yourself about the important things in life.,-0.2965147793292999,-0.1218670085072517
17844374571192311,284,Instagram,AFD,20240327183523,15,Nein zur AfD 👍🏼,No to the AfD 👍🏼,-0.1206153631210327,0.3530154414474964
18233939698249815,284,Instagram,AFD,20240327180008,103,"Seid ihr euch mittlerweile einig, ob ihr aus der EU austreten oder sie nur reformieren wollt? @afd.bund",Have you now agreed whether you want to leave the EU or just reform it? @afd.bund,-0.1963664963841438,-0.0886438377201557
18270521005203706,284,Instagram,AFD,20240327171006,88,In Eurem Studio??? Hab ich was verpasst? Das sendet exklusiv an Youtube oder was? Hilfe.,In your studio??? Did I miss something? Is it broadcast exclusively to YouTube or something? Help.,-0.6828257143497467,-0.6291598537936807
18389992795074768,284,Instagram,AFD,20240327170311,88,Super Studio. Wie wird so ein Studio eigentlich finanziert? Die Frage ist ernst gemeint.,Great studio. How is a studio like this actually financed? This is a serious question.,0.2986898124217987,0.6687285900115967
18026260921985418,284,Instagram,AFD,20240327165209,95,"AfD wird immer eine rechtsextreme Partei bleiben. Egal, wie sehr sie sich als seriös bezeichnet",AfD will always remain a right-wing extremist party. No matter how serious it calls itself,-0.5158928483724594,-0.8146516177803278
18022123316107811,284,Instagram,AFD,20240327164251,79,AFD wählen auch bei Europa Wahl..EU-IRRENANSTALT auflösen..DEXIT FOLLOWS BREXIT,Vote for AFD in the European elections too..Dissolve the EU INSANITY..DEXIT FOLLOWS BREXIT,-0.2779400795698166,-0.2208612784743309
18042108499664933,284,Instagram,AFD,20240327153955,1,🔥,🔥,-0.0278149247169494,0.7795283198356628
18058824688555830,284,Instagram,AFD,20240327153924,31,Apoyando al Afd desde Argentina,Supporting the AfD from Argentina,0.1347299516201019,0.238186040893197
18013292060249630,284,Instagram,AFD,20240327153830,191,"Ich werde Ihnen weiterhin danken, Frau Evelyn. Ich hätte nie geglaubt, dass es klappen würde, weil ich an verschiedenen Orten viel verloren habe. Ich schätze @evelyn_charlesfxt wirklich sehr.",I will continue to thank you Ms. Evelyn. I never thought it would work out because I have lost a lot in different places. I really appreciate @evelyn_charlesfxt.,0.2535788863897323,0.8764996081590652
18024254659888171,284,Instagram,AFD,20240327153527,354,Es ist eine absolute Frechheit das solche Länder wie Rumänien und Bulgarien in der EU sind. Mann kann nur hoffen das Frau Alice Weidel Bundeskanzlerin wird und das alles endlich mal ein Ende nimmt mit der ganzen Zuwanderung nach Deutschland es ist eine Frechheit das hier jeder einfach Einwandern kann und bürgergeld beantragen kann und Sozialleistungen!,It is an absolute disgrace that countries like Romania and Bulgaria are in the EU. One can only hope that Alice Weidel becomes Chancellor and that all this immigration to Germany will finally come to an end. It is a disgrace that anyone can simply immigrate here and apply for citizen's allowance and social benefits!,-0.2780927270650863,-0.8957141535356641
18037181143835728,284,Instagram,AFD,20240327152423,160,"Das ist wunderbar und übertrifft meine Erwartungen. Ich kann immer noch nicht glauben, was mir passiert ist. Ich bin heute so glücklich wegen @evelyn_charlesfxt",This is wonderful and beyond my expectations. I still can't believe what happened to me. I'm so happy today because of @evelyn_charlesfxt,0.5018443912267685,0.9846000629477204
17993536667375221,284,Instagram,AFD,20240327152003,20,AfD beste Partei 💙💙💙,AfD best party 💙💙💙,-0.0408682078123092,0.9829777411650866
18352219597102501,285,Instagram,AFD,20240602213329,78,Große Bühne für den Russland-Troll Dr. Krah . Wladimir wird stolz auf ihn sein,Big stage for the Russia troll Dr. Krah. Vladimir will be proud of him,0.0705452561378479,0.7754412312060595
18058818799583339,285,Instagram,AFD,20240517092909,13,AfD auf die 1,AfD on the 1,-0.0675535351037979,0.0770659931004047
18025582132906757,285,Instagram,AFD,20240513144940,139,"Und dank Böhmermann weiß ich, ihr Ossi brauchtet die Wesi um euren Naziladen in Schwung zu kriegen.. Selbst das schafft ihr nicht alleine..",And thanks to Böhmermann I know that you Ossi needed the Wesi to get your Nazi shop going.. You can't even do that alone..,-0.6848544552922249,-0.5703635290265083
18021873560162259,285,Instagram,AFD,20240430003707,0,,,-0.2332542836666107,0.1757234036922454
17997304376358214,285,Instagram,AFD,20240425202725,11,Hallo Putin,Hello Putin,0.1145815551280975,0.2342194691300392
17994767354622247,285,Instagram,AFD,20240409164308,17,Einfaltspinsel 🖌️,Simpleton 🖌️,-0.6746262758970261,0.1775926537811756
17884280205026481,285,Instagram,AFD,20240408234500,15,💙💙💙🇩🇪🇩🇪🇩🇪👍🏼👍🏼👍🏼,💙💙💙🇩🇪🇩🇪🇩🇪🇩🇪👍🏼👍🏼👍🏼,-0.0278149247169494,0.9478742042556404
17972317139571271,285,Instagram,AFD,20240408062042,57,HAHAHAHAHAHAHA WAS ICH KANN NICHT MEHR WAS EIN GUTER JOKE,HAHAHAHAHAHAHA WHAT I CAN'T DO ANYMORE WHAT A GOOD JOKE,0.3855538368225097,0.4487137943506241
18286935232163084,285,Instagram,AFD,20240407161757,0,,,-0.2332542836666107,0.1757234036922454
18065377366507930,285,Instagram,AFD,20240407151524,63,Auf einer Kundgebung für Putin darf Krah natürlich nicht fehlen,"Of course, Krah cannot be missing at a rally for Putin",-0.0789162814617157,-0.2145423516631126
18032505937820001,285,Instagram,AFD,20240406210902,102,"Was ihr ""Frieden"" nennt, ist doch nichts anderes, als Putins intimste Körperteile zu vergenussferkeln.","What you call ""peace"" is nothing more than pleasuring Putin's most private body parts.",-0.6571093127131462,-0.8328000251203775
17929430711838482,285,Instagram,AFD,20240406135856,631,"Info4U @AfD.Bund  wg. inzwischen offenbar ""Dumm-Deutschland"" ... https://www.bild.de/politik/kolumnen/kolumne/kommentar-haltet-endlich-die-asyl-regel-ein-87774716.bild.html
... Diese Zahlen sind ein Debakel: Fast 70.000 Rückführungen von Asylbewerbern in andere EU-Staaten scheiterten 2023. Was für ein Versagen von Behörden. Was für ein Versagen des EU-Asylsystems! Schon lange ist klar: Der Asyl-Mechanismus der EU, das sogenannte Dublin-Verfahren, funktioniert nicht. Länder wie Italien pfeifen offiziell seit mehr als einem Jahr darauf. Von den gescheiterten Abschiebungen in die Heimatländer der Flüchtlinge ganz zu schweigen.","Info4U @AfD.Bund because of what is now apparently ""stupid Germany"" ... https://www.bild.de/politik/kolumnen/kolumne/kommentar-haltet-endlich-die-asyl-regel-ein-87774716.bild.html
... These numbers are a debacle: almost 70,000 attempts to return asylum seekers to other EU countries failed in 2023. What a failure of the authorities. What a failure of the EU asylum system! It has long been clear: the EU's asylum mechanism, the so-called Dublin procedure, does not work. Countries like Italy have officially been ignoring it for more than a year. Not to mention the failed deportations to the refugees' home countries.",-0.1768910884857177,-0.8294231481850147
18121110541357979,285,Instagram,AFD,20240405185750,8,"Nur AFD,","Only AFD,",-0.5245338082313538,-0.0737463980913162
17951809382782371,285,Instagram,AFD,20240405121838,101,"Die Russenpartei die sich für russische Interessen stark macht! Russia First, Germany second oder so…","The Russian party that stands up for Russian interests! Russia First, Germany second or something like that…",-0.0431371629238128,-0.0536282211542129
18007115804380148,285,Instagram,AFD,20240405063645,4,👌💪👍🏻,👌💪👍🏻,-0.0278149247169494,0.9337299494072796
18026088605003388,285,Instagram,AFD,20240405043713,14,AfD was sonst?,AfD what else?,-0.460283949971199,-0.0113069005310535
18049450801618683,285,Instagram,AFD,20240404194115,80,Ja dann schreibt doch eurem Freund dem Putin mal einen  Brief … Undemokraten ihr,Well then write your friend Putin a letter … you undemocrats,0.2007956802845001,-0.6620443444699049
17842247289204405,285,Instagram,AFD,20240404193351,9,👍👍👍👍👍👍💙💙💙,👍👍👍👍👍👍💙💙💙,-0.0278149247169494,0.9581152871251106
18296768935153817,285,Instagram,AFD,20240404165411,2,..,..,-0.2655564099550247,0.1216987669467926
18025878770006231,285,Instagram,AFD,20240404162340,5,🇩🇪💙🇩🇪,🇩🇪💙🇩🇪,-0.0278149247169494,0.9256257028318942
18016541864187205,285,Instagram,AFD,20240404060823,86,GARNIX SEID ihr . HÖCHSTENZ SCHROTTpartei . 👽👽👽👽👽👽👽👽💯💯💯💯💯💯💯💯💯👽👽👽👽👽👽👽👽👽👽🚀🚀🚀🚀🚀🚀🚀🚀🚀👋👋👋👋👋👋,YOU ARE NOTHING. A party of GARBAGE AT MOST. 👽👽👽👽👽👽👽💯💯💯💯💯💯💯💯💯💯💯👽👽👽👽👽👽👽👽🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀👋👋👋👋👋,-0.6521674543619156,-0.7794084139168262
18006537614382506,285,Instagram,AFD,20240404053907,37,Der Toni wird Putin immer ähnlicher 😂,Toni is becoming more and more like Putin 😂,-0.3829348981380462,-0.6780242249369621
18048324646622880,285,Instagram,AFD,20240404045525,71,Anständige Menschen machen sich nicht mit den braunen AfD-Pöbel gemein!,Decent people do not associate with the brown AfD mob!,-0.4923267513513565,-0.7755889315158129
18053209312597009,285,Instagram,AFD,20240403195018,36,"Naja, viele sind ja nicht gekommen 😂","Well, not many came 😂",-0.0853009521961212,-0.5136241912841797
17920833455863570,285,Instagram,AFD,20240403150936,7,❤️💙💙💙♥️,❤️💙💙💙♥️,-0.0278149247169494,0.9608846600167452
18022038256920295,285,Instagram,AFD,20240403131819,77,"Ihr seid eine rechtspopulistische Partei,  das hat mit Frieden nichts zu tun.","You are a right-wing populist party, that has nothing to do with peace.",-0.6815631166100502,-0.9130945280194284
18024379631019523,285,Instagram,AFD,20240403124905,48,Afd leider unwählbar bei dieser Russlandpolitik.,AfD unfortunately unelectable with this Russia policy.,-0.703454926609993,-0.908380887005478
17891558360938304,285,Instagram,AFD,20240403100651,65,Unser neuer Außenminister  im Bundestag 💙💙💙💙💙❤️❤️❤️❤️❤️🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪,Our new Foreign Minister in the Bundestag 💙💙💙💙💙❤️❤️❤️❤️❤️🇩🇪🇩🇪🇩🇪🇩🇪,0.1244407370686531,0.9776181064080448
18019215524327679,285,Instagram,AFD,20240403030728,121,"Der chrupalla hat sich aber schnell von seiner angeblichen Verletzung erholt🤡 alles Schafe, wer ihm noch ein Wort glaubt!",But the chrupalla recovered quickly from his alleged injury🤡 anyone who still believes a word he says is a complete fool!,-0.5249401181936264,-0.8289001267403364
18023755577025520,285,Instagram,AFD,20240402211505,22,Ich wähle auch nur AfD,I also only vote AfD,-0.4937072247266769,0.0185476690530776
18017595677328624,285,Instagram,AFD,20240402204802,165,"Wer mit Putin sympathisiert und von ihm  gesponsert wird, nennt sich Friedensparteii?  Wie verlogen die Partei ist, merken nur Demokraten, aber nicht die AfD Wähler.","Anyone who sympathizes with Putin and is sponsored by him calls themselves a peace party member? Only Democrats, not AfD voters, notice how deceitful the party is.",-0.5420889481902122,-0.8938600891269743
17921673959791718,285,Instagram,AFD,20240402204647,47,#niemalsafd #niemalsfaschismus #niemalsistjetzt,#neverafd #neverfascism #neverisnow,-0.1094943434000015,-0.739091357216239
18072480250488177,285,Instagram,AFD,20240402192544,79,"Euer Musiktitel: ""Ahnunglos an die Macht""  was für Pfeifen seit Ihr eigentlich?","Your song title: ""Clueless to Power"" what kind of idiots are you?",-0.5670329034328461,-0.9350556596182288
18033930352731629,285,Instagram,AFD,20240402190334,148,Typisch Putin-Troll 🤡 Ihr müsst nur auf den Kriegsverbrecher und euer Finanzier Putin zu gehen der kann den Krieg innerhalb von 24 Stunden beenden‼️,"Typical Putin troll 🤡 You just have to go to the war criminal and your financier Putin, he can end the war within 24 hours‼️",-0.4946634322404861,-0.8609620789065957
