KommentarId,QuellenId,Plattform,Partei,Datum,Length,KommentarDEU,KommentarENG,sentimentDEU,sentimentENG
18025386376981927,226,Instagram,DieGruenen,20240311204420,137,"Als ob die Grünen sich an etwas halten würden, was auf Wahlplakaten steht. Ich sag nur:""Keine Waffen und Rüstungsgüter in Kriegsgebiete.""","As if the Greens would stick to something that is written on election posters. All I can say is: ""No weapons or military equipment in war zones.""",-0.6897726878523827,-0.7005201354622841
17908861730926785,226,Instagram,DieGruenen,20240311202236,152,"Wenn man keine eigenen Ideen hat und ziellos umherschwirrt, muss man eben kreativ werden. Ich würde das mal unter Vorbildfunktion verbuchen 😂💚 Nur Grün!","If you don't have any ideas of your own and are just wandering around aimlessly, you have to be creative. I would put that down to being a role model 😂💚 Only green!",0.4020859152078628,0.4561832472681999
18311747518124740,226,Instagram,DieGruenen,20240311201123,3,😭😭😭,😭😭😭,-0.0278149247169494,-0.1597850620746612
18058184416554717,226,Instagram,DieGruenen,20240311194331,300,"Abgesehen davon, dass die CDU peinlich ist - bis auf Ausnahmen - werd ich in letzter Zeit immer noch mehr ein Fan von Cem Özdemir und Robert Habeck. 
Sympathisch fand ich die beiden schon immer, aber was Robert der Macher in letzter Zeit abliefert ist Wahnsinn und Cem hat sowieso den Schwabenbonus 😇","Apart from the fact that the CDU is embarrassing - with a few exceptions - I've recently become more of a fan of Cem Özdemir and Robert Habeck. 
I've always liked them both, but what Robert the Macher has been doing lately is insane and Cem has the Swabian bonus anyway 😇",0.0636994540691375,0.4638324081897735
18013080269244063,226,Instagram,DieGruenen,20240311193535,99,"Aber immerhin haben sie das mit dem Reim noch selber auf die Reihe bekommen ""schützt und nützt"" 😂🤣😂","But at least they managed to come up with the rhyme themselves: ""protects and benefits"" 😂🤣😂",0.552073284983635,0.1969943791627884
18100621501383823,226,Instagram,DieGruenen,20240311190642,103,"Ich muss sagen der Content des Accounts dreht grad voll gut auf😍🔥, habt ihr einfach ein geiles Team😮?💚💚","I have to say the content of the account is really going strong right now😍🔥, do you have a great team😮?💚💚",0.6943635791540146,0.984289166983217
17873149674011455,226,Instagram,DieGruenen,20240311190156,70,"So ein peinlicher Post Mal wieder. Das Wort ""Schutz"" gehört euch nicht","Such an embarrassing post again. The word ""protection"" does not belong to you",-0.7374027445912361,-0.9351557772606612
18038238547701184,226,Instagram,DieGruenen,20240311182205,50,Größtmöglichster Respekt des Gegners erzeugt👏🏻👏🏻👏🏻,Generates the greatest possible respect from the opponent👏🏻👏🏻👏🏻,-0.2485139369964599,0.9645668857265264
17978635316663134,226,Instagram,DieGruenen,20240311181329,17,Jonas hat Recht 👏,Jonas is right 👏,0.3676014095544815,0.8185431407764554
18002725700233108,226,Instagram,DieGruenen,20240311175646,81,"Die CDU schützt nur vor einem: Veränderung, Perspektiven schaffen, Modernisierung","The CDU only protects against one thing: change, creating perspectives, modernization",-0.1745844185352325,-0.5915807411074638
18034750399836044,226,Instagram,DieGruenen,20240311170958,48,Und dann haben sie den Sport nicht erwähnt 🤷🏼‍♀️,And then they didn't mention the sport 🤷🏼‍♀️,-0.6474375277757645,-0.489687155932188
18000969185407548,226,Instagram,DieGruenen,20240311164107,80,Aber war ja schon immer so: lieber das Original wählen - in dem Fall also Grün 💚,But it has always been like this: better choose the original - in this case green 💚,0.44033282995224,0.6747732907533646
18000935990253713,226,Instagram,DieGruenen,20240311163411,168,"Natürlich sind Begriffe neuerdings durch die Grünen geschützt. Das findet dann die Bubble lustig und verstört eher den Rest. Aber gut, für ein paar likes lohnt es sich.","Of course, terms have recently been protected by the Greens. The bubble finds this funny and tends to upset the rest. But hey, it's worth it for a few likes.",-0.0933560132980346,0.0108318477869033
17879414700029640,226,Instagram,DieGruenen,20240311161619,71,Mehr Atombomben sollten uns schützen! Tut endlich was gegen Russland! 😤,More nuclear bombs should protect us! Finally do something against Russia! 😤,-0.338217481970787,-0.7406408898532391
18025731523828756,226,Instagram,DieGruenen,20240311160536,84,"Wenn ich in einer anderen Partei wäre, würde ich auch Inhalte bei uns abgucken 🤷🏻‍♂️","If I were in another party, I would also copy content from us 🤷🏻‍♂️",0.1315803229808807,-0.0665590316057205
18019681196117830,226,Instagram,DieGruenen,20240311160518,182,"Ich checke wirklich gar nicht mehr was hier abgeht. Alleine das Verwechslungsgefahr besteht ist doch schon ein Moment in dem man sich fragen sollte, was bei uns falsch gelaufen ist 🤯",I really don't understand what's going on here anymore. The fact that there is a risk of confusion is enough to make you wonder what went wrong with us 🤯,-0.69559046626091,-0.9188879420980812
18038023684699999,226,Instagram,DieGruenen,20240311160509,350,"Darauf, dass es zentral ist, sich durch Europa besser zu schützen, kommen noch andere kluge Köpfe außer euch. Das ist wie, wenn ihr sagt: „Unser Programm ist für Deutschland“ und dann werden andere beschimpft, weil sie sagen „unser Programm ist auch für Deutschland“. Europa geht es übrigens besser ohne eure wahnsinnigen Ideen fernab jeder Realität.","Other smart people besides you have come to the conclusion that it is crucial to protect ourselves better through Europe. It is like when you say: ""Our program is for Germany"" and then others are insulted because they say ""our program is also for Germany"". Europe is better off without your crazy ideas that are so far removed from reality.",-0.5589689463376999,-0.4041513875126838
18046141162628651,226,Instagram,DieGruenen,20240311155948,10,😂😂😂🙌🙌🙌❤️💚🤍,😂😂😂🙌🙌🙌❤️💚🤍,-0.0278149247169494,0.9780593065079302
18083960347431993,226,Instagram,DieGruenen,20240311155350,18,News auch bei uns!,News from us too!,0.0230520814657211,0.4512657285667956
18010941008203402,226,Instagram,DieGruenen,20240311154644,24,Das ist schon seltsam ja,"That's strange, yes",-0.5205565989017487,-0.3063503727316856
17992840196341976,226,Instagram,DieGruenen,20240311154617,24,Das ist schon seltsam ja,"That's strange, yes",-0.5205565989017487,-0.3063503727316856
17951885081765984,226,Instagram,DieGruenen,20240311154526,113,"Würde gerne wissen was bei denen in ihrer Parteizentrale abgeht während sie bei ihrem ""Hauptgegner"" abschreiben 😂","I would like to know what is going on at their party headquarters while they are copying from their ""main opponent"" 😂",-0.5800544768571854,-0.2276351638138294
18021926651044770,226,Instagram,DieGruenen,20240311154455,26,"Ja zum CanG, nein zum VA 💚","Yes to CanG, no to VA 💚",-0.4118142873048782,0.5467617204412818
17868481242038679,226,Instagram,DieGruenen,20240311153353,38,Wann kommt eigentlich eurer Werbespot?,When is your commercial coming out?,0.0317153632640838,0.0138467326760292
17992986701612758,226,Instagram,DieGruenen,20240311153222,101,Wo ist den zwischen euch und der Södersekte noch ein Unterschied...Ihr handelt identisch...KEIN VA!!!,What is the difference between you and the Söder sect? You act identically...NO VA!!!,-0.5762991905212402,-0.6582610122859478
18023009990063413,226,Instagram,DieGruenen,20240311152550,84,Kann ich deine Hausaufgaben abschreiben? Ja aber mach’s nicht zu offensichtlich… 😂😂😂,"Can I copy your homework? Yes, but don't make it too obvious... 😂😂😂",0.4511322528123855,-0.0329908579587936
18006899975344752,226,Instagram,DieGruenen,20240311151956,7,CanG!!!,CanG!!!,0.6247992515563965,0.7842182861641049
18178359301295068,226,Instagram,DieGruenen,20240311151803,46,"Ich glaube, selbst Jonas würde Grün wählen 😮‍💨",I think even Jonas would vote Green 😮‍💨,0.6358515992760658,0.3616816587746143
18018838193286917,226,Instagram,DieGruenen,20240311151624,75,"Jaja, @cdu erstmal bei den erklärten Hauptgegnern abschreiben, echt super 😂","Yes, @cdu first copy from the declared main opponents, really great 😂",0.5003325343132019,0.974171026609838
17844406206205844,227,Instagram,DieGruenen,20240429175548,13,Viel Erfolg 💚,Good luck 💚,0.6542619988322258,0.964547062292695
18042515692781595,227,Instagram,DieGruenen,20240427150201,91,"Warum so defensiv - bitte konkrete Vorschläge z.B. zu Mobilität, Initiativrecht des EP usw…","Why so defensive - please give concrete suggestions, e.g. on mobility, the EP's right of initiative, etc.",-0.2725495249032974,-0.1478083468973636
17923389002887438,227,Instagram,DieGruenen,20240425155134,81,Für ein sicheres und friedliches und Freiheitliches Europa und Deutschland 💚🟩🌻🇪🇺👍,"For a safe, peaceful and free Europe and Germany 💚🟩🌻🇪🇺👍",0.0936563313007354,0.929868859704584
18021477077171186,227,Instagram,DieGruenen,20240421101247,334,"Dann kämpft für mich, ich mache aus blühenden Wiesen Sojaersatz für den gesamten Nutztierbereich, sparten damit ca. 100Mio. t. CO2 ein und wären die Sojaimporte los. Wenn schon die Welt Veganer wird, dann hätte das wunderbar Platz im Agrarsystem, den die Leistungen sind Top und die Qualität höher als Bio-Standard der Gruenlandrebell","Then fight for me, I will use flowering meadows to make a soya substitute for the entire livestock sector, saving around 100 million tons of CO2 and eliminating soya imports. If the world becomes vegan, then that would have a wonderful place in the agricultural system, because the services are top-notch and the quality is higher than the organic standard of the Gruenlandrebell",-0.0588382184505462,0.6063071750104427
18024626063083114,227,Instagram,DieGruenen,20240419130747,25,Wer glaubt euch das noch?,Who still believes you?,-0.577998697757721,-0.5915014613419771
17914920623919317,227,Instagram,DieGruenen,20240418214503,0,,,-0.2332542836666107,0.1757234036922454
18202926310305115,227,Instagram,DieGruenen,20240418214451,33,Oh man bitte hört auf mit Politik,Oh man please stop with politics,-0.7678574696183205,-0.90189069788903
18282308743202530,227,Instagram,DieGruenen,20240418150416,28,Die 4 apokalyptischen Reiter,The 4 Horsemen of the Apocalypse,0.0138913169503211,-0.0144319832324981
17977960331529474,227,Instagram,DieGruenen,20240418125630,145,"Mens sana in corpore sano.
2 der Körper sehen nicht gesund aus, mental auch eher ungesund. 2 Witzfiguren, mit denen keine Wahlen zu gewinnen sind","Mens sana in corpore sano.

2 bodies don't look healthy, mentally they're also rather unhealthy. 2 joke figures that can't win elections",-0.6206413805484772,-0.836871599778533
18017064011190631,227,Instagram,DieGruenen,20240418104036,5,🥰🥰🥰🇪🇺,🥰🥰🥰🇪🇺,-0.0278149247169494,0.9794300054199994
18047609149629452,227,Instagram,DieGruenen,20240417202141,24,Pazifisten an die Macht.,Pacifists to power.,-0.1945899948477745,-0.5592997148633003
17963641697724772,227,Instagram,DieGruenen,20240417143320,6,💚✌️✌️💚,💚✌️✌️💚,-0.0278149247169494,0.8854160262271762
17980796189666418,227,Instagram,DieGruenen,20240417142352,237,"Der eingeschlagene Weg ist genau richtig und alternativlos. Demokratie beinhaltet auch  Kompromissbereitschaft, denn es ist nicht möglich, es allen gerecht zu machen! Ja, das bedeutet leider auch, die eine oder andere Kröte zu schlucken.","The path we have chosen is exactly the right one and there is no alternative. Democracy also means a willingness to compromise, because it is not possible to please everyone! Yes, unfortunately that also means having to swallow the odd bitter pill.",-0.2652807086706161,0.0195716023445129
17918427284807805,227,Instagram,DieGruenen,20240417043840,17,Geht einfach weg!,Just go away!,-0.5773465782403946,-0.7263722904026508
17918853869905032,227,Instagram,DieGruenen,20240416215939,6,Привет,Private,-0.0278149247169494,0.150174081325531
18053407168609498,227,Instagram,DieGruenen,20240416213012,69,💚Für den Green Deal und ein soziales Europa! Das geht nur mit euch! 🌻,💚For the Green Deal and a social Europe! This can only be achieved with you! 🌻,0.2207840830087661,0.9724451485089958
18077827831462531,227,Instagram,DieGruenen,20240416193403,74,Hi! Could you help to immigrate from Russia a LGBT+person and Transgender?,Hi! Could you help to immigrate from Russia an LGBT+ and Transgender person?,0.1128551065921783,0.2771926065906882
18046665466658198,227,Instagram,DieGruenen,20240416165118,90,🔥🔥🔥 alle die sagen 💚 passt nicht gerne in meine DMS sliden dann können wir uns austauschen,🔥🔥🔥 all who say 💚 doesn't fit in my DMS like to slide then we can exchange ideas,0.1251859366893768,0.1302745640277862
18008443295165848,227,Instagram,DieGruenen,20240416161754,1,👏,👏,-0.0278149247169494,0.8595125898718834
17852562222172637,227,Instagram,DieGruenen,20240416114647,556,"Ich wähle euch nur noch aus einen einzigen Grund. Ihr seid das kleinste mögliche Übel. Eine Außenminister die stark gestartet ist und sich seitdem im freien Fall befindet, besonders wenn es um den Rohrkrepierer „feministische Außenpolitik“ geht. Oder das ihr nicht mal ansatzweise in der Lage seid den neoliberalen versagern der @fdp die Stirn zu bieten. Ich hab euch gewählt weil ich progressive Politik sehen möchte. Was ich sehe ist, das ihr euch am nasenring durch die Arena zerren lasst und dabei die ureigene DNA verratet, gegen den Willen der Basis.","I'm voting for you for one reason only. You are the lesser of two evils. A foreign minister who started out strong and has been in free fall ever since, especially when it comes to the dud ""feminist foreign policy"". Or the fact that you are not even remotely capable of standing up to the neoliberal failures of the @fdp. I voted for you because I want to see progressive politics. What I see is that you are letting yourselves be dragged through the arena by the nose and betraying your very own DNA, against the will of the base.",-0.3254692852497101,-0.8290522713214159
18426531211024947,227,Instagram,DieGruenen,20240416105614,39,Auf geht’s. Ich drücke die Daumen. 🙌 💚🍀,Let's go. I'll keep my fingers crossed. 🙌 💚🍀,0.7135704234242439,0.9713056278415024
18028662838950776,227,Instagram,DieGruenen,20240416091740,22,Für noch mehr Waffen 😢,For even more weapons 😢,-0.3228359222412109,-0.8607243970036507
18344341393104804,227,Instagram,DieGruenen,20240416065336,17,Love you Nourid 💕,Love you Nourid 💕,0.6992453262209892,0.9741636589169502
18010381808124226,227,Instagram,DieGruenen,20240416043125,9,Super 🙌🙌🙌,Great 🙌🙌🙌,0.60508593916893,0.9791215467266738
18004959275402386,227,Instagram,DieGruenen,20240416035558,133,Warum habt ihr beim Klimaschutzgesetz wieder der FDP nachgegeben? Warum bekommt sie auf Kosten des Klimaschutzes wieder ihren Willen?,Why did you give in to the FDP again on the climate protection law? Why are they getting their way again at the expense of climate protection?,-0.4536602199077606,-0.852088687941432
18037135264855874,227,Instagram,DieGruenen,20240416024317,73,Na dann ist Deutschland und der Rest der Welt ja durch euch gerettet 🤦‍♂️,Well then Germany and the rest of the world are saved by you 🤦‍♂️,0.3862372636795044,-0.5573726296424866
18045252754675662,227,Instagram,DieGruenen,20240416005456,243,"Das Wording überrascht mich nicht. ""unser ...unser...unser"" die anderen? Scheizzegal. Abschaffung des Menschenrechts auf Asyl? Egal, solange es ""uns"" hilft. Waffenexporte? Egal, solange es ""uns"" hilft. Da kann man noch ne Weile weitermachen...","The wording doesn't surprise me. ""Our...our...our"" the others? Who cares. Abolition of the human right to asylum? No matter, as long as it helps ""us"". Arms exports? No matter, as long as it helps ""us"". We can go on like this for a while...",-0.6448336914181709,-0.7555375769734383
17991952022631559,227,Instagram,DieGruenen,20240415230214,4,🔥🔥🔥🔥,🔥🔥🔥🔥,-0.0278149247169494,0.8983716163784266
17962355360737661,227,Instagram,DieGruenen,20240415201826,96,"Keine gute Kampagne, Hakenkreuze sollen für Grüne werben? Der Europabezug ist kaum da. Schade...","Not a good campaign, swastikas are supposed to advertise for the Greens? The European connection is hardly there. What a pity...",-0.6898602098226547,-0.9313184758648276
18331536454140885,227,Instagram,DieGruenen,20240415195852,545,"Finde es Schade, dass viele Leute nicht die Einsicht besitzen, ihre eigenen Interessen in gewissen Maßen zurück zu stellen um die Zukunft lebenswert zu erhalten. Ich wptde auch gerne im V8 sitzen und fürn Liter Benzin 50 Cent bezahlen, ist aber n7cht mit der Umwelt vereinbar, v.A. wenn man diese für die nächsten Generationen noch erhalten möchte. Damit es jedoch lebenswert bleibt, habe ich das Kreuz bei eich gesetzt und werde es auch erstmal weiterhin so machen, in der Hoffnung, dass es vielleicht doch noch was wird mit einer guten Zukunft","I think it's a shame that many people don't have the insight to put their own interests aside to a certain extent in order to keep the future worth living. I would also like to sit in a V8 and pay 50 cents for a liter of petrol, but that's not compatible with the environment, especially if you want to preserve it for future generations. However, so that it remains worth living, I have ticked the box and will continue to do so for the time being, in the hope that maybe we will still have a good future.",-0.2568668574094772,-0.5246311761438847
18095802172409423,227,Instagram,DieGruenen,20240415194203,19,A successful Team♥️,A successful team♥️,0.4723382294178009,0.9676103619858624
17912653823920189,227,Instagram,DieGruenen,20240415193125,25,Das Gruselkabinett 👻🧟‍♀️🧟,The Chamber of Horrors 👻🧟‍♀️🧟,-0.0439726561307907,-0.0673879645764827
18043163734683828,227,Instagram,DieGruenen,20240415185255,3,😍😍😍,😍😍😍,-0.0278149247169494,0.960880072787404
18003849812450292,227,Instagram,DieGruenen,20240415184232,71,Bester Satz: steigert unseren Wohlstand😂😂😂😂😂 bisher merke ich nix davon,Best sentence: increases our prosperity😂😂😂😂😂 so far I don't notice anything,0.2107143104076385,0.857472475618124
18110642452374695,227,Instagram,DieGruenen,20240415183750,46,😂Wahnsinn was für Aushängeschilder für die BRD,😂Incredible what figureheads for the Federal Republic of Germany,-0.3803875893354416,0.7672167457640171
18429682657049117,227,Instagram,DieGruenen,20240415180939,0,,,-0.2332542836666107,0.1757234036922454
17921994770864343,227,Instagram,DieGruenen,20240415180922,120,"Bei den nächsten Wahlen bekommt ihr auf jedenfall wieder meine Stimme, das steht für mich fest wie in Stein gemeißelt :)","You will definitely get my vote again in the next election, that's set in stone for me :)",0.6757936775684357,0.950057073496282
18020888828147700,227,Instagram,DieGruenen,20240415174744,13,Sehr schön 💪🏽,Very nice 💪🏽,0.6761911809444427,0.9747954243794084
18053007928591379,227,Instagram,DieGruenen,20240415174155,45,Bitte einmal durch Fachpersonal austauschen!!,Please have it replaced by a qualified technician!!,-0.5384622663259506,-0.3914785534143448
18002115845294318,227,Instagram,DieGruenen,20240415172932,2,🙌🙌,🙌🙌,-0.0278149247169494,0.9342691581696272
18042286225742555,227,Instagram,DieGruenen,20240415172724,33,Ich wünsche allen viel Erfolg! ❤️,I wish everyone much success! ❤️,0.717487633228302,0.9845030466094612
18132075940332147,227,Instagram,DieGruenen,20240415171725,7,💚👏👏🙏👏👏💚,💚👏👏🙏👏👏💚,-0.0278149247169494,0.97084867535159
17972807510699649,227,Instagram,DieGruenen,20240415170829,10,Sehr gut 🙌,Very good 🙌,0.5145770311355591,0.9750547152943908
18033179077912817,227,Instagram,DieGruenen,20240415165247,3,🔥🔥🔥,🔥🔥🔥,-0.0278149247169494,0.8817284749820828
18098870437402194,227,Instagram,DieGruenen,20240415164922,21,Progressive Politik🎉👍,Progressive politics🎉👍,0.0869497209787368,0.9591886552516372
18097388074405276,227,Instagram,DieGruenen,20240415163705,3,💚💚💚,💚💚💚,-0.0278149247169494,0.9408015981316566
18018373991472160,227,Instagram,DieGruenen,20240415163652,62,Wünsche den Grünen minus 5 Prozent bei allen kommenden Wahlen.,I wish the Greens minus 5 percent in all upcoming elections.,-0.3906868249177933,-0.4428210519254207
17896986119990261,227,Instagram,DieGruenen,20240415162451,75,"Das KSG zu torpedieren und abzuschwächen gehört auch zu ""Machen was zählt""?","Torpedoing and weakening the KSG is also part of ""doing what counts""?",-0.4586500525474548,-0.2646252140402794
18025554119020405,227,Instagram,DieGruenen,20240415162035,3,🔥🔥🔥,🔥🔥🔥,-0.0278149247169494,0.8817284749820828
18107465698379623,227,Instagram,DieGruenen,20240415161734,2,💚💚,💚💚,-0.0278149247169494,0.9195443484932184
18020342192142559,227,Instagram,DieGruenen,20240415161200,70,"Ihr macht, was die FDP will. Es ist unfassbar. Hört endlich auf damit.",You do what the FDP wants. It's unbelievable. Stop it already.,-0.6902588084340096,-0.8966860454529524
18005616926219204,227,Instagram,DieGruenen,20240415155941,2,❤️,❤️,-0.0278149247169494,0.8620141772553325
18055692496585737,227,Instagram,DieGruenen,20240415154757,4,💚🌻🇪🇺,💚🌻🇪🇺,-0.0278149247169494,0.8847523583099246
18391635247074381,227,Instagram,DieGruenen,20240415153852,5,💚💚💚💚💚,💚💚💚💚💚,-0.0278149247169494,0.9497774629853666
18011470121351587,227,Instagram,DieGruenen,20240415153437,3,🌻🌻🌻,🌻🌻🌻,-0.0278149247169494,0.8701727637089789
17867715741054480,227,Instagram,DieGruenen,20240415152544,13,Der Untergang,The downfall,-0.1060629040002822,-0.6225055977702141
18150463180308106,227,Instagram,DieGruenen,20240415151953,51,Für echten Fortschritt in Richtung Grüne Zukunft💚💚💚,For real progress towards a green future💚💚💚,0.0428906977176666,0.9506961558945476
17999476898325237,227,Instagram,DieGruenen,20240415151717,1,🔥,🔥,-0.0278149247169494,0.7795283198356628
18027179174007504,227,Instagram,DieGruenen,20240415151557,31,Frieden schützen? Die Grünen? 😂,Protect peace? The Greens? 😂,-0.5313720256090164,-0.3380487114191055
18430715290004686,227,Instagram,DieGruenen,20240415151144,178,"Europa nicht den Laien überlassen, gegen die Korruption der Konservativen und der Zerstörung des #greennewdeal 💚 Für ein starkes #grün es und #sozial es #europeanparliament🇪🇺 🔥🔥🔥","Don't leave Europe to the laymen, against the corruption of the conservatives and the destruction of the #greennewdeal 💚 For a strong #green and #social #europeanparliament🇪🇺 🔥🔥🔥",0.1990817934274673,0.2564930468797683
17872597863027364,227,Instagram,DieGruenen,20240415150348,12,Für Europa💚!,For Europe💚!,0.5259134918451309,0.9380584200844168
18004427969243654,227,Instagram,DieGruenen,20240415145836,111,"Die Grünen sind für mich nur noch glaubwürdig, wenn sie sich nicht mehr von Herrn Wissing VORFÜHREN lassen!! 🙌🏻","For me, the Greens are only credible if they no longer allow themselves to be MADE AWAY by Mr Wissing!! 🙌🏻",-0.6029776707291603,0.5529765188694
18060432112554505,227,Instagram,DieGruenen,20240415145028,36,❤❤❤🙌🏽💚💚💚 Auf geht’s! #machenwaszählt,❤❤❤🙌🏽💚💚💚 Let's go! #dowhatcounts,0.6094180569052696,0.9820933556184172
17873028582080730,227,Instagram,DieGruenen,20240415144516,95,Habt ihr wirklich ein Veto gegen die Streichung von Homöopathie als Kassenleistung eingelegt???,Did you really veto the removal of homeopathy as a health insurance benefit???,-0.4928706660866737,-0.7742811944335699
18426745111060083,227,Instagram,DieGruenen,20240415144432,108,"Mit machen ist wohl die völlige Zerschlagung der Wirtschaft gemeint. Dieser "" Partei "" glaube ich kein Wort!","By ""do"" they probably mean the complete destruction of the economy. I don't believe a word this ""party"" says!",-0.6326328665018082,-0.9405224216170608
18060552613548765,227,Instagram,DieGruenen,20240415143940,143,"Ihr habt Europa ja bereits am Beispiel Deutschlands gezeigt, dass ihr Euer Handwerk versteht! Vielleicht bekommen wir Europa auch noch klein 🚀👏","You have already shown Europe, using Germany as an example, that you know your craft! Maybe we can still get Europe small 🚀👏",0.2968863546848297,0.9573059864342212
18019176478995123,227,Instagram,DieGruenen,20240415143626,238,"So Leute, was läuft da schief? Warum verteidigt man die Homöopathie ? Daran ist nichts durch wissenschaftliche Studien belegt ind homöopathische Mittel wirken nicht über den Placebo Effekt hinaus. Bekommt mal die Leute in BW in den Griff.","So folks, what's going wrong here? Why are people defending homeopathy? There is no scientific evidence to support this and homeopathic remedies have no effect beyond the placebo effect. Get the people in BW under control.",-0.683693453669548,-0.8929542759433389
18030271144817775,227,Instagram,DieGruenen,20240415143448,2,💚💪,💚💪,-0.0278149247169494,0.8846712233498693
18036063691894621,227,Instagram,DieGruenen,20240415142340,53,Für Frieden und gegen Aggression #ceasefirenow !!! 🕊️,For peace and against aggression #ceasefirenow !!! 🕊️,0.4762769937515259,0.2375003919005394
18032910766925235,227,Instagram,DieGruenen,20240415142247,57,"Für ein sicheres, friedliches und lebenswertes Europa 💚💚💚","For a safe, peaceful and livable Europe 💚💚💚",0.098194696009159,0.903856910765171
18047503036588877,227,Instagram,DieGruenen,20240415142017,23,"Machen, was zählt!!! 💪🌻",Do what counts!!! 💪🌻,0.6789012849330902,0.927132012322545
17921262335869703,227,Instagram,DieGruenen,20240415141338,24,Auf geht’s ab geht’s 🔥🔥🔥,"Let's go, let's go 🔥🔥🔥",0.4657386839389801,0.8609362463466823
18076361806433693,227,Instagram,DieGruenen,20240415141143,2,👏👏,👏👏,-0.0278149247169494,0.8629588019102812
17936304458730777,227,Instagram,DieGruenen,20240415140909,79,"Ändert mal eure Israel und Homöopathie Politik, dann kann man euch auch wählen.","Change your Israel and homeopathy policies, then people can vote for you.",-0.7050626948475838,-0.4359653480350971
18024357875087236,227,Instagram,DieGruenen,20240415135934,60,Voller Einsatz für ein solidarisches und offenes Europa! 💚🇪🇺,Full commitment to a solidarity-based and open Europe! 💚🇪🇺,0.1165417805314064,0.9294784711673856
17987952848642666,227,Instagram,DieGruenen,20240415135829,3,Top,Top,0.3552528023719787,0.5222488380968571
18334024705140578,227,Instagram,DieGruenen,20240415135343,88,Ich kandidiere das erste Mal und zwar für die Kommunalwahlen (Backnang). Let's gooo 🥳👏🏾💚,This is my first time running for local elections (Backnang). Let's gooo 🥳👏🏾💚,0.4922063648700714,0.9792734739603476
17904848933956376,227,Instagram,DieGruenen,20240415135251,3,💚💚💚,💚💚💚,-0.0278149247169494,0.9408015981316566
